RunID,RMSE,Activate B1 Overtime,Activate R1 Burnout,Activate B1.1 Duty of Care,Activate B2 Digital Health,Activate R2 Telemedicine Rework,Activate B3 Surge Resources,Activate R3 Sub-Optimal Consultations,SEIR.Activate B1.2 Aware Citizens,SEIR.Activate B1.1 Vaccination,SEIR.PAR ALPHA,SEIR.PAR GAMMA,Fatigue Onset Time,Fatigue Reporting Delay,Max Digital Health Fraction,AF Digital Health,Maximum Telemedicine Effectiveness,Minimum Telemedicine Effectiveness,AF TME,Maximum Surge Capacity Fraction,AF Labour,Minimum Preparedness Proportion,Maximum Preparedness Proportion,AF Preparedness
5289,6.99205402777,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.71375,0.01845,5.5045,6.8815,0.23225,0.9215,0.551625,0.0779,0.4875,0.29825,0.9065,0.29955,0.05265,0.7565
5290,3.19573555552,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.99275,0.05685,9.2035,7.1065,0.48525,0.7775,0.288375,0.1031,0.5965,0.44075,0.1135,0.21615,0.58005,0.6215
5291,0.0131312347027,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.63225,0.05775,5.8105,3.9655,0.17525,0.2985,0.478125,0.1117,0.3535,0.16625,0.4275,0.03735,0.22905,0.1685
5292,0.205317077622,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.83625,0.03065,3.4885,5.9545,0.44925,0.2225,0.022125,0.0357,0.5975,0.27725,0.4775,0.17175,0.44685,0.5585
5293,712.111131828,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.96475,0.01185,9.8335,5.8915,0.38625,0.7165,0.710625,0.0685,0.1005,0.45825,0.2955,0.16515,0.74295,0.3275
5294,30.5018169728,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.67275,0.09975,6.4045,2.8675,0.29825,5e-4,0.187875,0.0385,0.2435,0.36675,0.9665,0.23595,0.54225,0.0285
5295,441.63738881,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.76675,0.06945,1.7065,8.6455,0.18425,0.5915,0.268125,0.1799,0.9435,0.27025,0.5655,0.27825,0.46485,0.9945
5296,5.88852450829,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.96575,0.01425,5.7295,1.7605,0.31625,0.6145,0.359625,0.0527,0.2645,0.30975,0.8545,0.04755,0.24525,0.8895
5297,0.0473335633987,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.69675,0.00845,6.1975,8.9965,0.02575,0.0355,0.529875,0.1067,0.7905,0.38875,0.7255,0.28635,0.16695,0.2885
5298,0.966692638684,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.89325,0.05215,1.8415,9.2485,0.05125,0.5175,0.362625,0.0679,0.7555,0.47425,0.0295,0.01065,0.88785,0.7205
5299,4.12430391361e-4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.99175,0.09735,4.5055,2.1925,0.10875,0.9645,0.653625,0.0537,0.2135,0.41275,0.5255,0.13185,0.85185,0.1525
5300,585.453613898,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.91875,0.03685,6.8905,1.8775,0.30925,0.1885,0.627375,0.1405,0.6785,0.27075,0.7015,0.06615,0.68445,0.4215
5301,8.5207777756e-5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.83475,0.09415,1.5265,9.9505,0.48475,0.2105,0.640125,0.1049,0.7945,0.10425,0.7145,0.19965,0.20025,0.9955
5302,712.111131828,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.63425,0.04725,6.9175,1.8145,0.26075,0.0995,0.033375,0.0163,0.0975,0.08725,0.8945,0.10905,0.48555,0.1415
5303,5.25843765822e-4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.80575,0.03975,1.7515,5.3245,0.30675,0.3635,0.032625,0.0365,0.6855,0.29375,0.2795,0.04995,0.71775,0.3805
5304,1.27174710749e-4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.63125,0.00325,9.4195,7.6735,0.10075,0.1285,0.576375,0.1383,0.8405,0.13725,0.8105,0.16155,0.67545,0.6985
5305,7.38227624989,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.67975,0.09855,8.6995,4.4875,0.05925,0.3255,0.540375,0.1283,0.6715,0.44175,0.5645,0.04965,0.47115,0.2285
5306,0.00122233722607,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.87375,0.00825,8.1415,3.8215,0.43175,0.3345,0.468375,0.1131,0.3105,0.44975,0.9645,0.08115,0.43965,0.3735
5307,0.398757600242,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.53425,0.08435,2.5705,4.7665,0.15275,0.4905,0.202125,0.1317,0.0125,0.32025,0.8005,0.14505,0.61965,0.5895
5308,530.13466345,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.74925,3.5e-4,7.1155,7.8535,0.21175,0.6505,0.409125,0.0757,0.5635,0.48475,0.9265,0.09495,0.72495,0.7675
5309,8.34102623625,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.62575,0.08195,1.7875,8.1775,0.11675,0.2585,0.204375,0.0721,0.4685,0.12375,0.9085,0.17415,0.33075,0.9545
5310,0.0155045430976,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.58675,0.06005,4.5775,9.7795,0.29275,0.9005,0.588375,0.1159,0.8825,0.11075,0.1185,0.17445,0.03195,0.9895
5311,6.94712582569e-5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.75075,0.00955,5.1625,4.0105,0.40025,0.4065,0.247875,0.1703,0.0675,0.40025,0.9995,0.16065,0.66285,0.7455
5312,1.31572424667,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.57475,0.08865,4.6315,6.7735,0.03275,0.1445,0.641625,0.1323,0.4615,0.36625,0.2335,0.11145,0.77805,0.0335
5313,0.00276308735113,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.94125,0.04685,2.9485,4.2265,0.05575,0.8755,0.430125,0.1813,0.0475,0.25675,0.8995,0.28755,0.37665,0.3155
5314,712.111131828,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93425,0.03225,9.2845,6.5215,0.26925,0.1865,0.250875,0.0605,0.8585,0.46225,0.9385,0.12435,0.21465,0.0585
5315,115.945018426,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.99775,0.09375,7.5565,2.5435,0.00375,0.7295,0.452625,0.0375,0.8465,0.08275,0.9365,0.07515,4.5e-4,0.4445
5316,7.46335966702e-5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.70725,0.06385,4.6675,7.9435,0.14925,0.4485,0.214125,0.1839,0.2195,0.05625,0.6005,0.17205,0.16065,0.8515
5317,10.4626433546,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.84425,0.07775,5.9095,8.7715,0.16925,0.4855,0.590625,0.1063,0.8615,0.13225,0.6775,0.02925,0.30645,0.0125
5318,0.0027730171279,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.78925,0.06555,1.2655,3.0025,0.36725,0.3955,0.039375,0.1735,0.7785,0.12975,0.9185,0.25875,0.30375,0.1745
5319,2.79274020555,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.97075,0.03165,3.3535,1.8685,0.28275,0.2545,0.412125,0.0071,0.0625,0.10675,0.5285,0.09615,0.69885,0.6655
5320,0.00435185832433,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.84025,0.06485,5.6125,5.5225,0.07325,0.9305,0.201375,0.0249,0.2705,0.35075,0.0015,0.07035,0.80775,0.4125
5321,0.00363585100198,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.96975,0.00115,8.9335,7.2235,0.11425,0.5735,0.095625,0.0777,0.8605,0.43775,0.2705,0.10725,0.83295,0.3365
5322,18.3890465039,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.94675,0.03335,7.7815,1.7965,0.19275,0.7555,0.001125,0.1559,0.7375,0.15225,0.8845,0.23715,0.30195,0.8625
5323,712.111131828,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.75025,0.09135,6.7645,9.3385,0.20475,0.0965,0.334875,0.0101,0.7815,0.33725,0.1695,0.01755,0.87435,0.8075
5324,711.8279485,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.91675,0.07605,9.1675,2.1115,0.27825,0.1875,0.543375,0.1921,0.2265,0.10475,5e-4,0.00765,0.29655,0.2505
5325,63.4071416673,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.99425,0.03995,5.0995,4.0915,0.13525,0.6195,0.624375,0.1121,0.6015,0.00375,0.0915,0.28095,0.33525,0.7445
5326,0.0339954020961,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.79025,0.02125,8.4475,6.4855,0.34025,0.8495,0.253875,0.0077,0.1655,0.14375,0.7085,0.16725,0.80955,0.7775
5327,8.42305477645e-5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.85325,0.04605,7.7995,8.5105,0.13475,0.4785,0.423375,0.1133,0.2125,0.10325,0.6315,0.22845,0.55485,0.0075
5328,6.13957989923,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.80225,0.04425,8.4655,6.9535,0.19025,0.3225,0.494625,0.0805,0.4795,0.39575,0.8445,0.20475,0.42165,0.3285
5329,0.00264187896458,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.67775,0.05995,4.8475,8.2495,0.47775,0.6235,0.023625,0.0683,0.3275,0.25725,0.1975,0.02655,0.88425,0.9985
5330,4.51513357577,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.98075,0.05585,2.1025,2.7595,0.05325,0.2725,0.481125,0.0061,0.7875,0.40925,0.4655,0.29415,0.89145,0.3345
5331,0.392786935372,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.54825,0.08565,1.8055,1.8325,0.36925,0.9705,0.501375,0.1437,0.8375,0.31775,0.4745,0.00375,0.26415,0.1665
5332,1.51724042792e-4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.64175,0.09085,4.8565,9.3475,0.33025,0.5335,0.521625,0.1679,0.3885,0.32075,0.3435,0.07305,0.28575,0.2425
5333,1.01019591776e-4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.94375,0.09805,7.0075,2.3725,0.32775,0.3105,0.417375,0.0997,0.7075,0.16975,0.3855,0.06285,0.37305,0.5245
5334,19.9987680634,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.79275,0.05095,8.0425,7.1425,0.04775,0.0455,0.481875,0.1871,0.3585,0.44775,0.9875,0.22365,0.23985,0.6255
5335,1.57696627029e-4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.89925,0.02245,1.5805,8.3665,0.09925,0.5955,0.694875,0.0853,0.9595,0.17775,0.3205,0.13095,0.04815,0.1085
5336,0.37994750576,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.68625,0.01805,8.3215,7.5565,0.02975,0.5705,0.644625,0.0963,0.1185,0.41075,0.4935,0.03705,0.43605,0.7175
5337,632.300629712,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.85375,0.01955,2.7775,9.1315,0.07775,0.6495,0.435375,0.1137,0.8945,0.15925,0.5205,0.01575,0.20295,0.7295
5338,2.74267167521e-4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.50975,0.02575,5.2345,6.5575,0.07075,0.1255,0.744375,0.0973,0.3545,0.31375,0.5115,0.09435,0.32265,0.7925
5339,0.0127040635286,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.67625,0.03085,7.2685,9.1495,0.39175,0.1055,0.168375,0.1299,0.3745,0.37025,0.7795,0.15705,0.60255,0.0795
5340,37.0522166022,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.70525,0.03055,1.4005,3.6865,0.02725,0.5185,0.724125,0.1293,0.8125,0.27175,0.2695,0.10395,0.06435,0.2115
5341,0.012541872438,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.63825,0.09165,1.0225,1.6795,0.26875,0.4125,0.133125,0.1887,0.1495,0.46475,0.8465,0.09075,0.44415,0.4905
5342,1.00338752418e-4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.85425,0.09015,7.1335,7.7005,0.28775,0.5845,0.657375,0.1895,0.5495,0.28725,0.7185,0.25515,0.79695,0.0705
5343,0.652846080618,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.54075,0.05385,5.9185,5.7385,0.20425,0.4435,0.436875,0.1177,0.1165,0.46925,0.1035,0.22035,0.44775,0.9115
5344,7.35574281678,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.88425,0.08765,8.7175,9.3835,0.41875,0.9555,0.107625,0.1171,0.6275,0.48725,0.6855,0.22125,0.84645,0.3315
5345,1.61270773495,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.88525,0.07345,9.4555,3.9745,0.14325,0.2205,0.519375,0.0383,0.2485,0.22575,0.3815,0.11385,0.42525,0.7705
5346,0.0630248512265,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.59575,0.03855,1.1035,4.0735,0.12775,0.0835,0.658875,0.0877,0.5675,0.11525,0.2315,0.01995,0.39015,0.6635
5347,357.492937295,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.69925,0.04915,3.8485,9.3025,0.24925,0.2775,0.153375,0.1685,0.6215,0.08875,0.4395,0.13065,0.38925,0.3885
5348,712.111131828,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.69175,0.00225,7.9795,4.3705,0.47125,0.6915,0.037125,0.1829,0.3185,0.01275,0.2805,0.16215,0.53325,0.8085
5349,915.064277233,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.60225,0.04325,9.3745,6.6745,0.42975,0.3335,0.189375,0.1153,0.6435,0.08825,0.7205,0.23475,0.11655,0.1515
5350,16.0227379896,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.82475,0.05545,6.6655,5.5315,0.38775,0.0585,0.016875,0.1399,0.4955,0.24525,0.4465,0.11625,0.21105,0.4645
5351,0.754390449664,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.97125,0.04795,5.2525,1.0495,0.16275,0.6565,3.75e-4,0.1435,0.9315,0.33125,0.6785,0.16125,0.09675,0.6795
5352,0.0280805671288,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.57725,0.04125,8.0695,6.8905,0.44125,0.1915,0.161625,0.1461,0.7405,0.10775,0.5175,0.13635,0.13545,0.4765
5353,7.9521592372,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.88325,0.00575,5.2705,6.9355,0.01525,0.0065,0.150375,0.0503,0.8855,0.20875,0.1515,0.15615,0.11025,0.9555
5354,955.957543707,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.73175,0.04635,3.4975,5.7655,0.35725,0.5995,0.579375,0.1753,0.6245,0.41525,0.7935,0.10965,0.15525,0.8555
5355,0.00288736036016,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.77975,0.01595,3.6415,1.9315,0.46425,0.6575,0.730125,0.0547,0.9765,0.17375,0.0535,0.03435,0.14715,0.9315
5356,0.559829915788,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.99875,0.06135,4.8205,3.9115,0.10625,0.0395,0.044625,0.0179,0.3165,0.31225,0.6955,0.06015,0.19485,0.1655
5357,2.53512427168e-4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.72675,0.03115,7.0615,8.1685,0.13425,0.4825,0.374625,0.0523,0.9035,0.05425,0.1335,0.14805,0.15345,0.8715
5358,0.00217167152104,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.75425,0.09105,1.4905,7.9165,0.41725,0.8025,0.059625,0.1431,0.3495,0.36175,0.0605,0.21165,0.27765,0.4745
5359,5.16226984829,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.88675,0.03925,8.5015,7.6555,0.14375,0.4375,0.174375,0.1273,0.8595,0.00675,0.0885,0.14715,0.40545,0.6725
5360,0.00197208890494,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.72475,0.07505,7.3315,8.1235,0.08075,0.0385,0.139125,0.1719,0.7435,0.28075,0.6465,0.19635,0.61335,0.5355
5361,5.13103333023,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.89075,0.06875,1.8685,6.9985,0.22575,0.5825,0.508875,0.1213,0.0015,0.35325,0.9685,0.13305,0.59715,0.6435
5362,0.214952391383,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.77425,0.09825,9.4645,7.1875,0.44875,0.4215,0.550125,0.1219,0.2545,0.48425,0.2725,0.21765,0.75915,0.5165
5363,0.00199410785337,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.97025,0.05275,9.7255,7.9975,0.00425,0.4425,0.346125,0.1573,0.5865,0.38125,0.6275,0.14745,0.86085,0.5175
5364,0.572870757786,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.78025,0.08585,5.9455,1.9675,0.32425,0.1675,0.426375,0.0897,0.5545,0.49675,0.2665,0.26715,0.38475,0.1325
5365,2.5855697461e-4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.99375,0.07025,2.0215,5.3875,0.11775,0.8175,0.697875,0.0333,0.5075,0.22125,0.5295,0.09165,0.69435,0.4685
5366,0.0320347514865,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.66875,0.02075,5.0545,3.7405,0.39925,0.8725,0.111375,0.0815,0.6025,0.20425,0.3915,0.28815,0.63585,0.8675
5367,0.00123141767592,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.74525,0.06725,7.3945,8.2315,0.24875,0.7175,0.116625,0.1225,0.0095,0.32575,0.6645,0.08625,0.62325,0.5655
5368,6.43712465265e-5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.88925,0.02305,9.5995,9.8335,0.13925,0.7215,0.541125,0.1977,0.4435,0.23175,0.8425,0.13035,0.52875,0.6925
5369,1.62699693602,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.98625,0.02815,8.6725,8.7265,0.26975,0.7315,0.385875,0.1315,0.1285,0.01875,0.2035,0.21855,0.55845,0.3705
5370,9.44043882365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.58475,0.07645,1.0945,7.7725,0.32725,0.0605,0.380625,0.0037,0.0585,0.36925,0.2575,0.18645,0.39195,0.6515
5371,7.62293020695,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.73525,0.07305,8.5285,5.1805,0.32875,0.8315,0.186375,0.1053,0.0335,0.22275,0.7865,0.22185,0.45495,0.4515
5372,0.105117483266,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.50725,0.08125,7.6015,1.1755,0.01875,0.5965,0.732375,0.0227,0.8305,0.05525,0.4805,0.08295,0.03735,0.5045
5373,1.49443333287,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.51375,0.07635,4.7305,9.8155,0.32925,0.7585,0.331125,0.1187,0.6085,0.30325,0.2685,0.01425,0.25695,0.8155
5374,0.61713394781,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.66125,0.02355,4.1455,1.5085,0.14175,0.2375,0.394125,0.0205,0.6175,0.14725,0.6435,0.19455,0.03915,0.7345
5375,13.8865402724,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.92525,0.06365,2.1205,2.6605,0.40625,0.1685,0.013875,0.0317,0.3135,0.03725,0.5465,0.07845,0.19305,0.9995
5376,712.111131828,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.99075,4.5e-4,1.3645,3.7045,0.40925,0.4975,0.197625,0.0529,0.0915,0.44575,0.2055,0.09705,0.89955,0.2925
5377,2.21499402595e-4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.53175,0.08605,3.8755,1.3195,0.03775,0.3915,0.597375,0.0127,0.6615,0.27775,0.5125,0.07785,0.58905,0.6005
5378,0.171451949636,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.83925,0.05245,1.5355,1.3285,0.05825,0.2015,0.239625,0.0821,0.6685,0.01325,0.4325,0.17115,0.48915,0.9135
5379,2.20994052519e-4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.69725,0.00735,8.8165,7.7815,0.17375,0.0545,0.459375,0.0425,0.5455,0.46725,0.4165,0.09795,0.69255,0.8775
5380,2.60552237091e-4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.72775,0.04295,9.3655,3.0745,0.04975,0.3305,0.678375,0.0921,0.9685,0.21875,0.1765,0.16395,0.75825,0.9665
5381,6.27070369763,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.67325,0.09635,2.8765,3.1915,0.12375,0.9735,0.308625,0.1475,0.8165,0.02925,0.2145,0.27075,0.43785,0.6205
5382,4.94609398469,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.53275,0.09225,3.8845,4.2175,0.18175,0.3805,0.718875,0.1217,0.6935,0.29275,0.0025,0.20835,0.09405,0.3185
5383,8.0411612317e-5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.99625,0.08535,3.5965,4.4515,0.35525,0.0825,0.482625,0.0637,0.2625,0.11225,0.4905,0.02175,0.72045,0.5505
5384,0.0114167900754,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0.65625,0.01445,1.6345,1.4815,0.49775,0.1695,0.735375,0.0351,0.1255,0.21575,0.9735,0.12945,0.11745,0.2355
5385,578.179197111,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.85875,0.01055,8.3665,5.4865,0.38225,0.4675,0.178125,0.1879,0.7695,0.25425,0.2565,0.27045,0.67185,0.3505
5386,9.3943820497,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.85025,0.08795,6.5395,7.4305,0.20875,0.2115,0.250125,0.0197,0.0035,0.39225,0.4635,0.24615,0.88245,0.9725
5387,3.4750827622,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81075,0.07045,4.9735,2.5165,0.33875,0.9805,0.367125,0.0995,0.4815,0.34375,0.0145,0.08865,0.02565,0.9925
5388,712.111131828,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87575,0.04895,9.3385,2.0485,0.37625,0.5815,0.431625,0.0171,0.3365,0.15575,0.3835,0.23955,0.89055,0.0155
5389,6.43371627415e-4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.73975,0.04275,1.6075,1.5805,0.43275,0.5745,0.675375,0.1999,0.3235,0.31625,0.2855,0.17145,0.79875,0.0885
5390,0.0154448541989,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.68525,0.06475,6.7015,7.5835,0.31325,0.2265,0.536625,0.0829,0.3435,0.17475,0.2415,0.00105,0.16875,0.0365
5391,5.25744875568e-5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.56225,0.06165,7.7635,7.0705,0.20375,0.7635,0.292125,0.0513,0.1115,0.27125,0.8245,0.22725,0.76185,0.4755
5392,0.00347210512852,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.98575,0.03005,4.3255,3.5695,0.07225,0.4965,0.565125,0.0667,0.6465,0.06525,0.8275,0.17715,0.28215,0.4365
5393,26.2295975883,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.61875,0.01235,4.6585,5.1535,0.01725,0.4535,0.661125,0.1331,0.0995,0.02675,0.3125,0.18795,0.33165,0.8385
5394,0.00253137565784,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.50475,0.08255,6.4225,4.4155,0.49175,0.4745,0.462375,0.0181,0.1215,0.21975,0.3055,0.22395,0.10125,0.0525
5395,0.17854808322,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.68575,0.05605,4.4605,9.2395,0.02375,0.1075,0.514875,0.1721,0.7705,0.45625,0.8915,0.03315,0.56205,0.2325
5396,1893.75177331,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.56425,0.04525,2.3545,5.6935,0.28875,0.9975,0.071625,0.1717,0.6585,0.01075,0.3295,0.16365,0.01935,0.1945
